Guild,Kills,Deaths,Fame
Black Bear,18,6,5723020
Control Wards,3,1,181946
Future Party,47,16,2677164
L O N E,26,9,1274101
M U S T A R D,96,34,18187079
Big Black Cat,28,10,1716449
academy_albion,14,5,594106
HeIlo Kitty,2510,912,1008620425
Heaven Breaker,11,4,560829
M A N T R A,96,35,5214568
KTM TORIS,30,11,1742792
BTAXE,8,3,496171
The Question,8,3,762400
Nefariouss,8,3,256487
C A E S A R,24,9,2941081
The DailyLife PH,8,3,945010
The Eminence in SHADOW,47,18,3646475
Only for PVP,26,10,23785085
niubidian,10,4,715428
THEFool,5,2,2028926
Solity,5,2,344520
Martlock bandit,5,2,355208
Wonderful,5,2,177418
SUKHA,5,2,688675
Game Of Throness,10,4,644995
Estetiks,5,2,194914
Silent Storm,5,2,411582
PRX,15,6,1073489
G36,52,21,6892938
KajiRingo,233,96,20154300
Springs,776,321,347993080
Horn,410,174,197777094
lazyman,7,3,2726380
Love Island,7,3,168553
HUSKIES,14,6,1264899
Srisia Island,7,3,192979
HELIOS KNIGHTS,79,34,4670136
Psz,32,14,13595777
Artery,2236,992,259142134
Rothschild Business Empire,9,4,1613081
Journey Uncharted,1309,594,508768120
BORN AGAINN,153,70,16379413
666GG,61,28,41946265
Avalons Gangsta,13,6,1414298
VlRUS,1474,681,765007903
Ga LinBei Low Cha,357,165,91036403
Crimson Radiance,405,188,53275684
7SinsX,30,14,4424854
ROYAL,77,36,6373868
Summers,5814,2737,2969065870
Horcrux,21,10,3082901
The Dark Revenants,21,10,1497725
HUKBO,25,12,1146711
T H R O N E,39,19,3044387
BeasTDaK,1275,623,408602722
bandit,395,195,141662876
NCCC,2,1,14429
ZULFIKAR,6,3,403121
TheSpiders,2,1,198026
B A N G K 0 K,2,1,320310
The Retirables,6,3,942853
NoNoob,8,4,289548
Bapack_2Nge-Game,2,1,79510
Clavem,4,2,222919
EWSS,2,1,210604
Dark GunZ,2,1,1920766
TlNTlN,2,1,1138208
Destination,4,2,504641
HCM - VietNam,2,1,301226
TacoTuesday,2,1,132042
Broke Bandits,6,3,2938562
E U N O I A,2,1,543823
NOVA LEGION,6,3,139497
Ctrl Alt Del Close Apps,2,1,220101
CRAZY DIVER,2,1,273339
GABREDKEUN,2,1,104040
The anointed ones,2,1,112958
Family-Guys,2,1,135935
Yu Yue Reading Club,2,1,33876
Vertex Ascendants,2,1,84358
Bretonnia,4,2,3827148
Red Spiderz,2,1,140870
Novalance,2,1,94872
KKACHI,4,2,509221
Biu BiuBiu,12,6,2265521
zhuzhuking,4,2,770699
Emperors Marauder,8,4,280118
Deceiver,4,2,1303326
sugar core,4,2,353465
1973,22,11,5012153
nicigama,4,2,188558
Cloe Stash,4,2,144822
ax guo,6,3,191811
Forever Reign,2,1,503413
Bone gang,4,2,290931
cathedral of merlyn,38,19,7741342
CCTV-13,2,1,412153
Clever Clowns,2,1,386413
Eternal Dominon,2,1,21938
Cally and Friends,2,1,175019
Arcane Vanguard,4,2,201489
GOBLINSS,2,1,5566
BoonieBears,2,1,50903
FFF Group,4,2,1017287
Christine Dacera,2,1,109299
Old Man,897,452,274773892
Beavers,889,451,192096569
gou8,116,59,19425176
FxxK,57,29,12784756
SDteam,141,72,14184218
Luminous PH,37,19,4349457
DOJO,355,184,95964250
DOVATSAMSET,27,14,1453937
EQMS,44,23,7905906
FBI 0pen The Door,40,21,3089852
Zai Pho Co,17,9,1004108
R O O K I E S,877,471,211100003
The Genesis,13,7,2825462
Mucksmen,37,20,1495971
Forest Cat,11,6,1670870
Calbee,22,12,2543121
Eternal Edge,1025,561,569596804
T H C,18,10,933658
Speed Check,863,483,76963977
Ordo Musaceae,66,37,5533643
One Tab,41,23,2506888
No Masters,16,9,491950
Drone,83,47,22919831
Dreamweavers,290,165,21999042
Dotorii,979,562,109839213
Once Upon a Time,1385,807,711647092
Understand,36,21,3738131
Protagonists,53,31,20828359
Malevolent,2272,1332,1023348555
Catalytic Prospect,22,13,2328269
SilveradoM,32,19,2703479
Blue house,321,191,110044632
tiandihui,5,3,252462
The Executioners,20,12,1252690
last step,5,3,412579
Banditos,5,3,146779
Ibarra bading,5,3,210945
why you bully me,50,30,6396765
The Fried Nation,5,3,550668
Frostbite Reapers,151,91,19182304
Dragon-Mi,804,485,235578975
OHSOON DOSOON,33,20,2297754
Falling Petals,26,16,1606969
LEVELING,246,152,23650596
Snake Snake Fish Fish,1808,1125,626101082
Luck is not a story,16,10,455202
GOLDENDOG,8,5,745471
CapybarAAAA,873,554,112718864
1gaywoligiaogiao,22,14,3971812
Ban,11,7,2575545
For My Bro,14,9,2385603
Conscripted,762,493,271013406
NVDHi,211,137,19424988
DeSaiko,23,15,2975991
Real Man,980,643,226975631
slaves leader,647,428,346900778
six doors,260,172,93120128
All Rise,5087,3373,2267605162
Battleborn,155,103,17289556
Da Ye Lai Wan A,3,2,223408
G A U T A M A,3,2,75252
Cempaka,6,4,257894
I The Flying Dutchman I,3,2,1207771
GTMA,3,2,686497
VOYAGER CORPS,3,2,487080
CCAV,15,10,462622
SKYKRU,3,2,427520
I R2K I READY TO KILL,12,8,659095
GinGeDaWang,12,8,1731317
Respect Enemy,3,2,281330
Secret House,3,2,556681
Regal Bloodline,3,2,679884
The Four Kings,48,32,6123218
Dunk It Jonathan,12,8,728177
Another_Level,3,2,163783
shangren,6,4,1180186
Orphic,199,133,19657900
H B J,547,369,128629511
Havox,1873,1268,878204258
ELA,28,19,2089290
Lazy Bear,97,66,8099005
PLAC,3753,2560,1754802319
Stars Legends,16,11,1043722
Chikipi,1459,1005,726348929
GG969,42,29,3885465
Griffin Legion,26,18,7857948
NIMBUS,13,9,2182242
VELARIS,149,104,14899650
SubuTai,2057,1438,961124328
Crownbound,10,7,2033898
The Exiles,10,7,1028282
TheNextLevelPlay,10,7,1233714
Old boy,10,7,165559
Team Heretics,87,61,25359742
PoopooDancers,104,73,32025419
Gerhana,17,12,3458206
Shine On Me,17,12,1898195
The Three Men,14,10,1166241
F A M I L Y,2148,1551,1047156704
Garden babys,684,494,80628843
Shin Chan,587,425,235301852
Good Times,576,419,309198044
Floralia,85,62,16347235
Pencilgon,37,27,2376205
Minerva-X,1683,1230,768739923
snow forest,1565,1146,729507479
TRlUMPH,617,455,201087578
Flash,107,79,8240680
Kendan,207,153,17793793
Raining,242,179,44997456
The Neighborhood,344,255,111965126
Secr1T,450,335,251422231
Laughing Boulevard,1768,1325,818425762
Defectus,4,3,303964
mnxk,4,3,711713
Valor Kin,12,9,757756
Raters of Artur Rest,4,3,1407484
Corruptions,12,9,1279726
G A N K S T E R S,4,3,554012
HEATHEN,8,6,689703
TRACKERZ,8,6,1028190
KING VAMP,4,3,249801
Fay Knights,4,3,74182
WHITEOUT,4,3,692190
F U C K E R S,4,3,428290
Karpe Diem,4,3,467993
HuaDaBin,1189,892,534594543
QuQnnTATnnOvO,1339,1005,160117014
SCAVENGERZ,1345,1014,430215516
Yellow Zone Kings,33,25,2625383
Speed Run,58,44,5477662
Grim Shade,25,19,2268467
Cut Throat,535,407,200457229
The Jellyjot,122,93,44025425
Abyssal Princess,30,23,1734726
Canon Event,13,10,2001141
The swallow,403,311,43900229
Stellar Alliance,796,615,297710550
G U N N E R,66,51,22844436
aabbccddee,22,17,4064757
AetosDios,9,7,1194914
S Z P,9,7,2194441
Craft101,14,11,9859317
ldyydl,14,11,846503
Are U Oke,14,11,1191186
MABAR,225,177,25539426
MERC EMPIRE,354,279,69062106
Noctis,384,303,93821385
Isley,19,15,1784074
Free Loot,439,347,170264171
NVM SD,63,50,7749601
red king,78,62,34210980
CATHEDRAL OF RAT,154,123,26579473
REGROUP,1802,1440,961889284
DeRSimli62le,15,12,2436183
KaLaewKaLad,245,196,39062095
vevrgod,5,4,361492
The Betrayed,15,12,621341
Jakol Hero,172,138,63482320
Rat Evasion,47,38,14933226
SO EZ,1103,895,353285833
Sunset,122,99,41550363
REBELSCOUT,16,13,1371404
Rescue Station,3102,2527,1353892291
JARERNs,28,23,3922541
Chien Than,1481,1221,434384207
The Salty Chefs,75,62,7941890
FAKE INFO,104,86,25188662
Unicorn Shield,29,24,1406506
Sentinels Arc,158,131,15479048
THE RELATION,407,339,45478747
Yangon Garden,6,5,559961
tomorrow gj,6,5,197491
weIc0me to AlbionOnline,6,5,2437487
baifenbai,6,5,824019
NO_OC,249,210,26219234
John Wick,13,11,937920
Purged,13,11,4856017
Raze,126,107,40426267
GOG AND MAGOG,7,6,551834
Cats Nest,22,19,2002731
MDL,67,58,10815654
WATASHI,15,13,1699988
chill here,1935,1690,1055524533
Awang Hitam,8,7,995168
S I B O L,8,7,547184
Samsara,8,7,378502
KANTO,16,14,1565056
P R O U D,9,8,449100
NUMEROS,9,8,879283
Heaven Knight,272,243,91881226
THE LAST STAND,76,68,17945105
Earn money,848,759,328954928
Frostborn Exiles,48,43,11417347
Fame Focus,10,9,543616
Valmera,10,9,516952
Red Paw Gang,30,27,2798697
temporary organization,10,9,497414
Evangelion,132,119,18153319
Topspire,2447,2212,876365943
Fall Off,21,19,948498
Heaven Drive,11,10,7804358
Wavei,66,60,11457980
Fake engage,79,72,18715381
Western Paradise,3780,3460,1666574232
Virtual,24,22,11653242
The Ritual,921,845,374847772
Jagdgeschwader 52,335,308,38254862
SyntaxErr,50,46,4745244
FINAL FORM,26,24,3036754
ON MA HEAD,133,123,30176737
KongFu PanDa,1197,1111,505262941
Save Me,56,52,2984691
Prodigyy,128,119,41976176
Pierce,2925,2720,1354984735
Forever Night,2120,1976,692140902
CRACKER,598,558,196536335
KEDO,15,14,1455661
V A G A B O N D,180,168,43117248
Weirdo,136,127,24350223
COALITION,808,755,263897895
1CTA,561,527,187698429
Hog_Rider,360,339,128500640
CCTV,893,844,441971706
AFTERMATH,562,532,161566123
All The Villains,845,802,285870019
HuaLiHuSao,20,19,985896
Princesse Maker,302,288,137166449
Lube Core,66,63,7910162
The Last Rise,800,767,344032804
WowMayKay,51,49,2464626
The Scarlet Dawn,30,29,2919482
CHANG,456,442,56805640
PalaceGUARD,661,641,304255401
Karina,501,487,164394996
The Lonely Moan,157,153,18085143
MO GU,2054,2006,637684147
I Check Mate I,146,143,57680011
OPC GGININDER,56,55,15307386
The Savior,61,60,6879963
PAPAYA POKPOK,606,599,109894167
Tree Viper,242,240,111647370
Kunfayakun,313,311,35596950
Hounds Of Cu Chulainn,6,6,304373
suwek,3,3,61766
Louis Bean,1,1,15323
SingoDepok,1,1,260377
BANGSAL TEROR,2,2,137081
TUALTHAH HRAT,1,1,277421
Gamchi,1,1,130920
Instinct,1,1,10454
IMBA,2,2,661714
Lord Of Mysteries,1,1,107239
RATOP,1,1,19146
F I K A,66,66,41347932
ZEN Enclave,2,2,337604
Black Sails,17,17,2628654
NFD,1,1,41219
BounTy_TH,3,3,277999
Dragonlandia,1,1,35549
Eponiang,1,1,45108
Open yellow gun,1,1,32953
BLUE RAIN,1,1,13605
Piochino,1,1,144857
jjg886,1,1,8269
Chill Kill,2,2,530914
Cosmic Party,28,28,5518160
NIGHT DEMONS,3,3,226755
Pondok Hijau,1,1,114938
World Cutest Chick,1,1,92217
Kerajaan Solo,2,2,162549
taurean,1,1,119772
Old Chiken Headquarters,1,1,16457
PAT RIAU,1,1,19526
GUARDIANS OF THETA,2,2,175266
MerchMerc,3,3,843146
MgaBatangWalangMagulang,2,2,27143
KUDA CUKI,2,2,460047
Make Asia Great Again,1,1,158598
Sungut Lele 69,1,1,52692
Manhattan Ape Gang,1,1,298382
Cheer,65,65,13929257
yellow and black,2,2,251112
text,1,1,576241
Ars-Nova,2,2,699530
No Plan,1,1,36446
CONTRA,1,1,32634
JOWOOO,5,5,63878
Mightyniggs,1,1,13900
Golden Brown,2,2,142449
WZW,1,1,16770
Rujak,6,6,5820886
How you Pve is how you Pvp,2,2,1395702
BURMESE ACADEMY,3,3,120105
GENG SOLO,1,1,1354274
kaoyan,1,1,83030
ALL RICE,3,3,333142
PANdawa Kermil Widjaja,1,1,172216
FISH HUNTER,1,1,95339
Hiraya PH,2,2,220034
GANKERS LOUNGE,2,2,1052314
MAFIA ZONE,4,4,305461
PEMERINTAH,1,1,48539
ZhuanZhuanFu,29,29,2006737
monito,1,1,383134
Auric Alliance,1,1,61419
HPB,2,2,1314188
Enemy,6,6,2597618
SIX PILLAR,2,2,151380
gula jawa,2,2,341111
Japanese outlaw,1,1,34371
Langya Special Brigade,1,1,286348
Plaa,1,1,905920
Raptor INC,1,1,109560
MIRCS,1,1,68309
Diana,1,1,125594
Ashes of Mahadev,1,1,64322
hand of god,1,1,251377
Pemburujandatelanjang,1,1,1113
Demonic Arrows,2,2,137481
SuonPH,1,1,23933
Mandala,2,2,253056
Opalite,1,1,21084
Possibly Puissant,1,1,57360
RECORD,6,6,311556
XHCN,10,10,1718734
Grim Guardians,1,1,61476
hannibal,1,1,530710
Whyme 2,37,37,1409311
COOKED NIKKAS,1,1,4354
MOON SHARD,1,1,21855
Fight for love,1,1,67231
EYYOO,7,7,290550
ASGARDD,1,1,22411
House of Wolfs,2,2,126672
YANA,4,4,521880
Ahri,1,1,83859
Wild Ape,1,1,38233
1DAY,1,1,94365
FURIN,3,3,1335555
Knights of Abbey,2,2,105028
Iron Bank,1,1,202912
Malaysia-Indo,3,3,244671
Midnight Aurora,1,1,79569
Z E R O S,1,1,55646
kokop,1,1,59002
Justice Vanguard,1,1,54216
SILVERLESS,1,1,228755
SteadySolos,1,1,79216
handsome,7,7,389227
Same-to-You,3,3,85191
The Elements of Harmony,1,1,97875
Mukhy The Family,1,1,1073
GARUDA DI DADAKU,1,1,106243
EL FAMILIA,2,2,378525
Binary,12,12,805941
Farm Or Die,496,496,115343591
Badranaya,2,2,154338
boar armyx,4,4,530102
SirnawangiEmpire,1,1,162255
CENTAURI,3,3,39453
legecay of methods LOM,1,1,4599
Parasytes,1,1,403980
Capybara Fam,1,1,442423
Queens Quest,1,1,33668
Frustration Crew,1,1,24962
Pencari Silver,1,1,30874
Ascensio,1,1,823852
Yata Crow,1,1,88411
gxbdsb,1,1,23358
CLAMER,1,1,135797
SAGAYAN WARRIORS,1,1,35072
H O R O S H A,1,1,63239
KaizokuShinigami,1,1,31290
Reapers of death,1,1,132313
FinalDestination,1,1,26692
AGM,4,4,1203745
Ego1,3,3,117176
appelible id,1,1,369409
SPERA,2,2,47893
SumTingWong,1,1,431023
TR Geng,1,1,107155
ABU SAYYAF GROUP,1,1,99679
Eighteen Again,3,3,134077
South PH,221,222,43998651
NULL,1079,1092,403651287
Solo-King,1389,1406,393978198
Death Eaters,91,93,25177397
UnifyVN - 304,440,457,59897921
Kingdom,651,677,147729591
Ruthless,147,153,10904817
Quality Assurance,133,139,8247820
PSC,1384,1452,283404459
Griffin Empire,2987,3137,1559865802
Big mom,39,41,13166382
Lai tsai Project,19,20,1730042
VN-MORGANA,18,19,3211924
Bread and Berry,889,942,313616366
ON PING,64,68,12195286
Blackfang Covenant,77,82,15242940
M O G A,150,160,32481227
NO-RE,29,31,3193818
Critical Impact,55,59,6114270
Blue Phoenix,53,57,5714205
Eazy Company,392,422,115021713
A p os t l e s,156,168,33779948
HappyDay,1195,1294,437676634
Swim Dragon,36,39,3469831
FLOW,71,77,8030165
ALBION AFTER S3X,861,935,103096764
A Brave Man,68,74,17707068
xCUTIESx,655,713,208997163
KUMA,293,319,89106503
PupupuLand,11,12,545727
Atrades,10,11,1088406
Husky Empire,47,52,5380534
The Alpha,121,134,17335207
Martlock Army,9,10,728946
Strange Journey,9,10,1176470
sexie,456,507,80584043
Pink Memory,211,235,82258810
SPCL Brotherhood,305,340,164662845
Insurgence,1715,1921,680814269
Pink 7,514,578,82750066
3RATs,8,9,1224990
P U L L P U S H,8,9,1064264
Never Say Never,711,801,275096896
Nameles,39,44,4599717
Initial Engage,428,483,91278895
One More Times,597,676,215159382
BENG_BANG_PH,141,161,25833113
a1987,7,8,499284
Baby_Paradise,7,8,2492537
O R C H E S T R A,7,8,455155
BULAN BINTANG,298,343,67618160
Circus,455,524,115363582
Villain Society,26,30,7670143
Shu Shan,387,448,63520150
Wing of Liberty,1020,1181,349072616
S Y N D I C A T E S,148,172,20898868
piko,6,7,149073
Big baby,42,49,3877025
VOID OF CHAOS,157,184,14890857
ETIQUETTE,404,475,114800416
POOPII,101,119,21709388
Reich,309,365,80490645
Reworld,777,919,289071165
KADAL,383,453,38862425
R O S E,320,383,73807958
P U R G E,157,188,43558894
Ocean Waves,81,97,8483699
WonderPets,5,6,680520
ReClair,5,6,776507
CalistaZ,5,6,238929
Squad Ares,5,6,388955
Light House,5,6,607622
A U T U M N,5,6,1065343
HARVESTM00N,10,12,1254659
C K S,316,380,78797800
Demitasse,254,306,30166631
PLANET,181,219,88358579
mechanical,237,287,16881894
Freaky Fools,652,792,219907838
G A I J I N,193,235,23864421
MoneyHunter,342,417,18695282
KAKI TIGA,104,127,8076113
Tiandao Pirates,1041,1279,150986173
Meerkat Assemble,2879,3543,1321837182
THE WEEKEND DAY,47,58,7658700
Typhon,50,62,2406358
AK-47,488,609,74323129
5784,4,5,640598
Reaction,8,10,4910569
Shining Fair,4,5,150787
Form2Sick,4,5,163050
yep,4,5,209464
China Daoism,12,15,1323588
ALL VICTORY,230,288,72428146
R E V O L U T I O N,898,1125,331026685
Rainbow Dk Horse,76,96,8835194
CBF,15,19,1735991
ToyBoy,289,367,86195028
Strygwyre,96,122,16182566
Attack Titan,11,14,724962
Ping300,354,453,82881546
YAJUSKBJapan,7,9,790573
SI HAI,28,36,1848080
Kim Lopez,7,9,1439880
The Best Noob here,7,9,1142008
takkasin club,14,18,2837821
Dragon Blade,624,809,188405824
CREED INTERNATIONAL,340,441,71883353
White Blight,10,13,2756156
Lady Boy,10,13,1017354
Anar chy,10,13,843101
Singosari,1353,1759,291219068
Wild Cards,613,798,119391159
Tohou Project,69,90,18043941
Easy come Easy go,108,141,31838554
Shining Star,340,445,32602273
Three Two One,259,339,54633693
The Night Legion,29,38,2878948
Invade,486,637,159530340
AinzOoalGown,16,21,972558
BLACK BEAR LEGION,19,25,568198
Kids On The Move,34,45,3605502
7FALL,37,49,7124463
SAIYAN,40,53,4031624
DieVirgins,447,593,60938073
booz party,3,4,4064
The Corrupteds,6,8,113126
CL OV ER,9,12,2708747
Klepto,3,4,594687
THE REHAB CENTER,3,4,661912
N Y X,3,4,1317131
Fortune Bank,3,4,275631
3LOGY,9,12,946567
Science Office,3,4,353815
BlueOwl,3,4,351156
TheStrangers,3,4,363982
Matcha Ore,53,71,6302927
Jia Nan,50,67,6835198
Wilder Cards,147,197,29414949
BRAWL ARMY,160,215,60132543
INTERGALACTIC BAGANG,32,43,1558859
Helios Phoenix,423,569,72466124
LunSol,20,27,3773143
Gathering FARM,14,19,1328148
ANNIKKIA,14,19,3747447
C A R N A G E,206,280,60725772
F R O Z E N,215,293,24621388
Boar Army,387,528,69094528
Fun and Pleasure,19,26,2804234
Hong Xing,84,115,10893444
B L O O D L U S T,65,89,4257611
Kleinschalige Genieter,27,37,8259528
Battle Maniac,153,210,65261831
Dog Slayer,24,33,3681544
Sentinels of Thetford,8,11,1138848
Lightborn Syndicate,32,44,4876696
Crimson Shadows,16,22,1385325
RYLs,154,212,28179515
Snow Angels,69,95,6117549
ACM,233,321,97744754
Maharlika,4799,6620,2721682379
Coup de grace,1057,1459,409077498
Driffter,326,452,34426697
Legion of Frost,5,7,850582
Baschu Lymhurst,5,7,1972566
SerpEnt Clan,5,7,374861
10 My friend are coming Run,10,14,845939
LEGION SOUL,5,7,407589
Amateras Reign,5,7,791949
Shadowborn Syndicate,95,133,10891530
Cruciata,855,1208,354890118
D R A W I N G,349,494,80330987
Solvania,12,17,702486
WhiteSuits,64,91,9367131
VN1945,131,187,29377514
K R U N G S R I,7,10,361787
Solsticee,21,30,1790518
Dear my Friends,14,20,6976278
54188,7,10,525673
welcome newbie league,7,10,280709
NO COM,7,10,1118908
Old Singularity,404,580,136951338
Auroras,39,56,2524988
Echo of One,80,115,13747588
Sapling-MIU00,57,82,3317289
Crusader Kings,1494,2151,433631164
Seven Hill,266,383,34269076
VFX,9,13,757869
Nemo Nemo,1017,1469,394708296
V1OLET,228,330,30709247
GGerDrug,118,171,23422098
CoCa1nE,412,601,118738381
First love,47,69,11891775
O Block,19,28,877765
The Myth,322,476,102394625
Straw Hat,23,34,1620250
S A B O N G,250,372,143800241
Scourge of God,2,3,442629
CoFams,6,9,714291
MATAR4M,2,3,23442
Crocodile Contractors,2,3,194894
Solairion,2,3,590598
R E Z,2,3,90321
KIJAEED,2,3,104284
Mistwood Fen,2,3,108981
Zeppelin,4,6,259444
ARCHOPOLIS,2,3,37392
M I 6,2,3,495719
Rift,2,3,1239700
KEYBOARD,10,15,1793098
THE-PURGE,66,99,6197372
Golden Witch,2,3,299378
TracaS,2,3,408475
AKA-KING,2,3,809363
ArtEm Warrior,14,21,838139
PRISM,2,3,588175
Fate,10,15,1838284
MODERN PATTERN,2,3,381997
AE Bu Liem,2,3,74358
FOREST REGIMENT,6,9,2289982
Cassowary,2,3,120912
Masked Bandits,151,227,38739865
Dark Soul,42,64,4050818
TEAM_MEMOL,80,122,11225681
JSCL,95,145,11339798
CTRL ALT DEL,36,55,4803889
Noob Family,136,208,15031631
B o S,49,75,9136942
Meeting Stone,1067,1639,424758346
RISER,41,63,3130463
WAKE UP DOGS,11,17,13113197
STRAYFANGS,52,81,4251495
KATANA,303,472,31700184
MomsTouch,37,58,20277718
Crazybabys,205,322,31904501
Mount Never-Old,7,11,1478677
mao-ni-ma-de2B,14,22,6375454
Sambal Empire,7,11,591112
Destroyer2009,7,11,1163470
Lumi,59,93,6500793
LAC THAN,508,801,94300371
GRIEVING-SOUL,19,30,3524544
EZEarn,19,30,1009158
The Fide Blood,134,212,15604988
The Rumble,77,122,11825746
DEMONIC EMPIRE,137,218,31088818
Hooman,101,161,20363397
Empyreus,50,80,9440823
justbros,5,8,1692084
Kasanova,5,8,693134
DAFANSHU233,25,40,4406215
Skyrim Equilibrium,5,8,601163
new boombap,5,8,189482
TEMPLARS_ORDER,15,24,1256635
ENGAGE ON ME,28,45,5774266
Kunlun Jade QingJing,21,34,1750362
HuZhuHui,591,962,174324318
PUMPIM,46,75,2510389
Shark Chew Toast,50,82,4958572
Silver Flow,14,23,3168566
-,3395,5582,627176408
Children Of The Dragon,109,180,35344218
1DAY2DAY,3,5,33192
Welcome Back To Albion,3,5,489194
B a r b a r i a n s,6,10,2716074
Over-Lord,3,5,339814
Absolute Dragon,9,15,830065
TuZiNO1,6,10,3377741
knightchullabbey,3,5,341695
Circle Badut,6,10,835912
Honbu,3,5,457441
Depths King,3,5,417235
HCHSS,3,5,455594
Reborn from Nirvana,33,55,2645147
The Academy,99,165,14154181
Boxers,12,20,1904375
G C D,9,15,1795281
High Cards,124,207,15500923
Medieval Royal Guards,32,54,2607367
JiangHu,13,22,1155985
Meow Immortal,533,906,193043132
Laorentou,10,17,1410479
OMNI SLASH,27,46,1369166
CNTC,132,225,8304873
HYDRAS,14,24,905292
Iron Ox Cartel,7,12,1139404
GISSAPANADI,14,24,7273016
PINOY CARTEL,52,90,14220565
Final Chrome Punch,34,59,13280773
Behavior,214,374,27812926
hehaheha,4,7,757807
Green Shadow,4,7,386436
NGGang,4,7,856760
Phoenix Reborn,4,7,763480
I love PLAC,4,7,2716668
HA NOI DI BAY,12,21,895192
EREGION,4,7,1503799
Eastern Paradise,20,35,2520796
China,61,107,21595185
Tcho-Tcho,53,93,3885059
MIKE TEA,49,86,11492313
NobleBloodline,17,30,1775017
AAAAA,295,521,31329083
2077,417,738,39090815
LAST GANGSTER,22,39,1727802
Mathias,95,169,10186453
Tokugawa,107,191,43448867
PSYKOPATH,177,316,20399306
ONG BUT,151,270,11451693
Shadow Eagles,5,9,243433
Chien Binh Portal,15,27,2673588
Final Stand,181,329,59345721
LST-683,6,11,454443
Tarumanagara,30,55,2815321
BLACK Zazaa,6,11,711466
cat and rat,54,99,12116556
BL4CK SIGIL,6,11,336898
Trash Panda Syndicate,6,11,452045
PURE GOLD,6,11,860492
Nyork-Keys,6,11,562995
GOD EATER,245,453,57013381
Abstract elderly home,7,13,1488448
UNITED REPUBLIC MERCHANTS,7,13,948841
NOCTUA,7,13,755533
MoFuMoFu HEAVEN,142,265,18360716
BAU BAU,47,88,26612533
Dystopian,16,30,7147621
B L A C K H A W K S,32,60,2951075
Second Fear,18,34,6677028
AVA,38,73,5729908
Snow Moon,50,97,5420950
GATHERER-INDO,20,39,1645696
not cute anymore,116,228,36421712
Switching To Heals,106,209,17857772
VINA HOUSE,183,364,29506184
DAYDREAMS,1,2,334613
3YYY,3,6,694581
Decender,1,2,192873
TNI AMERIKA,1,2,55158
BISAYA LIFE,1,2,111642
Talon,1,2,81738
Z A R K O V,2,4,927576
Limit Of Glory,1,2,23208
Azurel,2,4,63715
BORNEO Lands,1,2,6123
P a i w a r,2,4,67437
Noctera,1,2,251869
CrowStorm,2,4,314077
Desire Grand Prix,1,2,0
Anzac Cove,1,2,863721
Crimson Dragon,1,2,28876
White Blight Freemen,1,2,33878
Small content team,3,6,35550
402,1,2,299432
SideBySide,1,2,26772
MoneyMoneyComeOn,27,54,3808041
Honey-Badger,9,18,878162
OwOO,1,2,1138286
Rude Boys,2,4,32321
Penyembah Kaleng,1,2,19096
