Guild,Kills,Deaths,Fame
BLOOMS,64,20,2401743
Doble OC,643,203,62475367
Shadow garden NG,60,19,3973672
Smoking Pandas,41,13,2267357
Leckeres Essen,44,14,1622467
Legion of shadowss,25,8,1682503
Golden Knights Royal,28,9,1395100
Invocados por error,93,30,14791797
Watch ur Six,49,16,4379472
Bandana Brothers,52,17,3398472
Moe Seekers,145,48,12850397
XTGoldenFox,3,1,14963
GORILAs CLT,3,1,250395
qzxc,3,1,41358
TRY HARD - BR,3,1,290991
F O R R E S T E R,3,1,83578
Gaming Station,3,1,24600
A Vida Nao E Um Morango,6,2,1149935
Knights And Chivalry,3,1,179633
TON- 618,3,1,347342
Tang Gate,3,1,288486
NorrDskoll,3,1,544623
Be Careful,3,1,469733
Big Money Never Comes Clean,3,1,198548
LOS ASIN PRELERS,3,1,63894
I Take Care I,3,1,69772
that Bridgeburners,3,1,18466
Kurais Fried Chicken,3,1,52276
Reapers Of Shadow,6,2,533213
Clown God,3,1,55981
LAMBDA PROTOCOL,21,7,1028047
KONGZILLAS,3,1,49706
Heroes sin capa,12,4,429789
TreatHunters,9,3,165625
NOHOME,3,1,161424
P R I M O R I A,3,1,1110601
templarios extorsionadores,3,1,14304
Petesaurios,15,5,2097052
PROJECT ELITE,33,11,22680925
crazy7777,3,1,590349
MOON WARRIOR,3,1,248952
pooper scoopers,3,1,476726
Shall We,66,22,3675700
BEHELLA,9,3,458361
sOuL GripperS,3,1,163525
monkey clup,21,7,1046176
4 de noviembre,3,1,23883
Primal Kong,9,3,749300
MIST PIERCER,6,2,551999
Band of Free Men,3,1,33876
We Roaming,3,1,131286
SIEVEN,12,4,591856
staszek to frajer,3,1,493868
Cardiac Arrest,12,4,628851
Not Even Close,3,1,61893
Six Point One,3,1,273927
ERROR-4-0-4,3,1,127188
Black Win,3,1,541129
Os Excluidos,9,3,281254
Trisomia 21,6,2,660555
xVENOMx,12,4,1330122
C E R B 3 R U S,3,1,401413
Diddis House,3,1,140353
n e m e s i s,3,1,233559
Nomadic Sentinels,3,1,370329
Line of Duty,3,1,144366
2 CONTRA TODOS,6,2,358732
EXPRESSO NORTURNO,3,1,56445
PICHULAFELIZ1,9,3,1103211
H-E-R-E-D-E-R-O-S,3,1,150274
Big Rooster,3,1,370147
PENllS BLACK,47,16,7068700
Gatos X locos,17,6,924385
Israel Fan Club,14,5,385627
Caballeros Oni-Chan,53,19,5923056
UFX,11,4,1305674
BLITZKRIEG_EVIL,82,30,8612837
La Corte Del Bufon - P,43,16,3770983
DarkChains,166,62,61821087
Bastion Reborn,8,3,641940
Evil Ocular,8,3,291457
policia boliviana,8,3,439440
MiXueBingChen,32,12,2205064
SOLxCRUEL,8,3,294851
D E L I R I U M,8,3,286271
Noot Noot Mxtherfuckers,8,3,5258506
VIDA CAR4,8,3,4951860
LOS ROMPEDISCOTEK,74,28,13022616
GELO E TECO,1506,573,639748160
lnsanos por PVE,1009,386,428471224
Maximum Effort,741,286,62663266
BlackSm0ke,2057,797,230323433
Big Brawl Clap,301,117,79252994
1-800-homeless,18,7,6672356
Los Teletubbis,436,171,195444404
l GREMORY l,28,11,2492393
B E A R P A W S,143,57,15488402
I Winx Club I,5,2,758846
FOREVER GAME,10,4,424512
MidnightD,5,2,181681
cazadores okre,5,2,34640
XX_XX,15,6,888728
MISTS O HELL GATES,5,2,65100
Sliver maker,5,2,453013
LendarioW,5,2,452632
Latter Day Saints,5,2,301095
Legion of Ash,5,2,212426
S a n d R a g e,5,2,312854
Los Peaky Grinders,10,4,991667
PurRekt,10,4,791037
Axx Brakers,10,4,264082
TEAM CABRA,87,35,5785843
ENDANGERED,960,387,317209355
B_L_A_C_K,94,38,4324052
0UTNUMB3R,383,155,97967739
Shadow Vultures,27,11,6930481
Onliners,17,7,1537412
I M M I N E N T,143,59,47478700
Who is Lobitos,2521,1042,975574423
LosUltimosWendigos,29,12,1745143
ACM1PTX2,70,29,8249105
ROKhan,347,144,50627488
Evil Gatitos,1260,524,396385200
Daddy8801,24,10,2589572
Timoteo Army,72,30,4599675
Terceirizada,12,5,571330
Loyalty Matters,1059,444,120821928
Milites noctem,38,16,3829451
Ascendo,19,8,883629
Kneel Or Die,26,11,10112626
Slammed,2511,1065,1142584980
RedGlitchs,66,28,5883825
LiFe BRiNGeRS,7,3,673468
ADASTRO,7,3,348135
LAST SHIFT,7,3,578963
AYAYA ARCHIVE,7,3,1065494
BLAM,7,3,366992
Caballeros de Ezequiel,7,3,786840
Roster Seekers,426,183,72319757
Doesnt matter who we R,23,10,955023
Code 10-89,39,17,4216239
Chupalaa,32,14,3689181
AURA PLAYERSS,16,7,825503
CaerleonArs,9,4,144729
Mad-Brothers,9,4,519112
La Mesa del Forjador,18,8,662711
OathBreakerz,413,186,79192861
D E C L I N E,496,224,89845823
Giu banco,11,5,286961
SACR3D,11,5,895656
Mao de Elastico,801,366,370527964
Un_HOLY,13,6,254506
Plantitas,13,6,575855
I TheSect I,13,6,1077321
Lethal Warri0rs,1491,697,156001424
Happy Hour,119,56,6782029
Cycle Breakers,17,8,2113475
Still Rich,40,19,1235109
NROCK,63,30,8607258
Curriculum Vitae,5392,2571,2140996406
C A L L E J E R O S,73,35,3405896
Brain not Found,175,84,12759824
OG BlackWater,549,264,159730279
Cheer,1622,780,207731957
Conflict,31,15,2607760
La RevelionLx,154,75,12697083
LA CORTE DEL REY,39,19,3839577
iVoid,119,58,22346429
D I N O C O,1582,772,570970851
RenTrusters,47,23,4703914
LOkOO,214,105,13900171
Erome,627,308,218939198
Trash of life,63,31,19593846
XKXK,113,56,7092754
Legion Esparta,8,4,227059
Deleted Guild,2,1,246039
Scylla,2,1,43231
Acolitos Sombrios,4,2,233091
DvT_Black_Desert,2,1,33500
Brotheragem,8,4,2653714
Freedom Flex,4,2,123907
Euroboros,2,1,58716
FAZ-2,2,1,73989
monstersslayers,2,1,148509
Pap4FooD,2,1,117751
Latinos Maleducados,18,9,4077939
K I N D O O M,2,1,131325
DeiSepulchrum,4,2,268006
midnight gankers,2,1,303259
Si hay Miseria Que No Se Note,2,1,85789
Empire Rex,2,1,75372
GLOIRE A SATAN,26,13,838897
Searchers Of The Lost Candy,16,8,937052
1Pondo,4,2,190338
EXTERMINADORES DE XBACON,2,1,122209
I TWICE I,6,3,203172
Totoro,2,1,108835
ESPORTE CLUBE BAHIA,8,4,214811
Shadow Garden YT,2,1,693463
Cubanos X El Mundo,2,1,90572
Cipher Bloom,2,1,93536
New Meta,4,2,174407
Einzelgnger,2,1,37388
L E G I O N__D E_L A__L U Z,2,1,9984
Precise,2,1,177402
Serafimy,2,1,91338
yal,2,1,53537
lemon boy,2,1,1122114
Hood and Scythe,2,1,6252
Bad Boys Gang,2,1,61495
Akatsuki-Night,2,1,43760
EL VACIO ETERN,2,1,35569
La 5O1,2,1,167391
Kuronekochan,2,1,537689
BOT_ADD,2,1,119331
The Badowns,2,1,3644
Blue Royal,10,5,1801483
CLAYMORE COMPANY,2,1,63080
Timber Terrorist,2,1,304943
WolfOfSterling,2,1,54537
Free Venezuela,2,1,268379
shellWhale,22,11,1375427
black plague1,4,2,80174
Inframundo renegado,8,4,205857
Rincon Del Zafio,4,2,115195
Made 1n China,10,5,2684625
1MARAUDERS1,2,1,619810
Cuban-Fury,2,1,451958
THE_CRAZYS,2,1,129443
EugeoCompanyGrvm,2,1,94525
senpapi,4,2,95408
MORRE MORRE,2,1,16908
B L E S S E D,66,33,4234862
W-E-B-O-N-E-S,2,1,156787
LOS TILINES DORADOS,4,2,122821
CLAN OLVIDADO,2,1,87738
Holly Michaels,2,1,140045
Deliberate,4,2,489562
AinK,2,1,510133
BORN IN ROADS,4,2,131686
THE POWER OF SHADOWS,2,1,205195
Duelist,2,1,147294
Dinastia JAujINA,6,3,266626
Trotamundos de Avalon,2,1,727792
Mia khalita anti-gank,2,1,101100
PROFIT E BANCA,4,2,443702
UNERG,4,2,402305
EliteDeath,2,1,60052
Imperio Dos Anoes,2,1,15520
Farming_FORT STERLING,2,1,91807
LAST INFERNUM,2,1,40307
piekaz,2,1,101488
XxGatosNegrosxX,2,1,143376
MorMonkeys,2,1,63892
Unreachable,2,1,94092
TRONO_DE _HIERRO,2,1,16140
Warborne papi,2,1,51005
POLLITOBROSTER,2,1,200659
TORIAN,2,1,115043
l FALSO POSITIVO l,2,1,142447
JESUS CHRIST KING OF KINGS,2,1,41376
sQCF - BRASIL,4,2,153134
Bencheados,8,4,708020
OS GUERREIROS SOMBRIOS,2,1,28913
Evil Kool Aid,3359,1686,1277954852
R A D I O,452,228,183317146
Wanted PKS,721,367,180773056
H U R S T,211,108,17907320
AssassinsGreed,173,90,13126320
G U L A G,109,57,34589145
LosMismosDeSiempre,21,11,1540475
Brigada Latina,21,11,1016219
I Diamond Dogs I,21,11,1790696
l ESCALATION FASST l,21,11,1690642
the Seat of the Soul,19,10,1124085
P R O M I N E N T E S,17,9,3906897
I Nothing I,869,463,114268952
Post-Mortemm,1368,732,478750691
SKYNET ALTERRA,41,22,1649785
HELL KILLERS,354,190,127747674
InmortalesVNZ,54,29,7722675
No-Respetamos,26,14,1993679
Quasar League,13,7,1378509
FULL-DESPROFIT,13,7,1002974
VIOLENT SOULS,13,7,1670198
L4 LUJUR1A DE TU T10 El N3gR0,11,6,471734
Exiliado2 Del Valhalla,22,12,1075872
BANKR0LL,11,6,1341936
Cursed Pumpkins,11,6,131437
EL LAG DE LAS HCE,51,28,4633644
BLOOD HOLLOW KNIGHT,142,78,20633431
Doombrigers,20,11,2871764
PlVAS,6993,3863,2796657766
YaKcheYa,400,222,105577575
HUJING,27,15,8989017
A U T I S M O,18,10,683694
llMXMll,36,20,2723653
Steel-Legion,9,5,234427
Mortem Imperium,45,25,2832867
LOS_Yakuzas,27,15,4158217
Republica da Creponia,412,229,67789459
COMARCA HOBBITON,295,164,21428228
Ministry Of Bandits,1658,924,296229171
GO INSIDE,52,29,10573302
Hollowest,25,14,1510680
Orden Numinosa,128,72,6743934
WB POLlCE,16,9,1504460
II HunT II,30,17,5665802
G A N T Z,211,120,39938364
Esoteric Cult of Cthulhu,7,4,469242
C0C0R1C0,112,64,6004428
LettosCompany,7,4,64648
Minions do Pantano,7,4,1364836
WH4TS4PP,1354,776,522538431
Road Ratters,26,15,6098346
ENVIADOS,71,41,4099469
We Profit,1010,584,376506024
I Paradise I,377,218,150949167
Llamitas Su Su sum,808,470,184166330
Skyrise,177,103,54032120
Turma du Bairro,12,7,3616313
Pay Up,24,14,1139698
Evil AssassinsGreed,918,539,283594148
SOLO PLAYERS FACTORY,17,10,1239238
PRIME MODE,491,289,162785450
Bold Intent,47,28,3872470
BlackPiink,294,176,127633466
Grid Hollow,5,3,930101
P O L A R S B E A R S,10,6,1071792
Black-Bear,5,3,103572
Spazzin Out,220,132,20811378
los araganes xd,5,3,354248
O V E R C H A R G E,5,3,511051
cadets of antisocials,10,6,1243646
Goddess Morgana,5,3,202058
MLBD,5,3,229269
THE PROGRES,5,3,384690
Alonein The Dark,5,3,327891
GUERREROS DE THEFORT,10,6,540404
GluttonySDS is fat alfar,5,3,294710
One For Albion,10,6,678390
1NFIN1TY,1128,678,411333499
HeIIheim,48,29,4533103
only The chosen,31,19,797315
LOTO NEGR0,57,35,4361434
C A S T L E V A N I A,13,8,561730
DragonForceS,13,8,1622633
Mythix,1569,968,615506605
Warlord Syndicate,173,107,8845799
Battle Rush,715,444,217793883
Banana Republicc,130,81,44288785
K-O-W,8,5,2646879
Infernus666,32,20,232952
BL4CK SUN,8,5,87972
XAlpha HuntersX,8,5,161532
MOON WORSHIPERS,8,5,898503
Odyvanthic,8,5,356288
Gods Corp,16,10,2164696
Tres0sitos,222,139,50524421
Infierno Supremo,35,22,1489225
INTERDITS,1788,1131,704329999
Hitsquad,999,632,350803525
KON TAC TO,638,404,76242160
Decent Folk,41,26,2223698
LAST TlME,52,33,12934961
A N T A R E S,437,278,37404243
S L I C E D,1947,1239,640072296
Donkey Punchers,53,34,2371878
Inglorium,120,77,6818219
Gatitos Mimoshos,560,360,145494787
Mambo Special Force,14,9,1489747
U-S-E-L-E-S-S,124,80,8724876
pugshub,17,11,1638811
C A T A C L I S M,20,13,1242771
Knight Blood,140,91,33171416
TROPA DA BAGUNCA,20,13,1074194
ALC4TEIA,63,41,4038586
Cuys In The Clap,531,346,187888075
SMELL OF FEAR,46,30,4205512
cuenta secundaria,46,30,24037736
CIan Mewing,26,17,1465675
MIRAME Y TE MUERES,26,17,2160473
Escarveil,65,43,4086809
Delta Ozaukee,3,2,104262
SON-Los Salchichas,9,6,454095
Rohirrim Company,117,78,14412611
Ouroboritos al Ataque,3,2,493079
NAVY SEAL FOUNDATION,3,2,432197
CAZADORES DE EREJEZ,3,2,37632
Carn Dum,3,2,590017
PbI6AkU,3,2,207912
MACACADA-LOKA,3,2,1490756
Divinity Knights,9,6,413987
S I L V E R - S U N,3,2,169185
VeryDificul,114,76,8605328
GOBLlNS,12,8,218860
caballeros oscuros II,3,2,194019
THE REOKS,3,2,46680
Guardianes Del Espectro,3,2,203433
R 0 Y A L,18,12,3141276
LosZukulentos,3,2,232518
Palistine,3,2,710384
SOLO YO BEBE,3,2,211307
Tous Ensemble,3,2,698945
ALBION_LIGH,3,2,61485
50 CALIBER,3,2,140537
BRASS MONKEYS,3,2,78472
B Company,15,10,1417684
reis 999,3,2,76288
Los_Jinetes_del_Apocalipsis,3,2,85296
V1ctory or Death,78,52,5381836
RascaBolitas In Your Back,39,26,4271393
SIKARIOS,3,2,109614
Los toros black,3,2,123750
Mortal Kumbia,9,6,948681
No Problem Men,3,2,217449
Memyselfandhim,6,4,482363
Army of Farmer,3,2,732949
PRESSAO-ALTA,6,4,445600
RestInPieces,3,2,32031
Paz Eterna,6,4,602996
StormLions E-Sports,3,2,31689
wake up bro,9,6,859957
3YGR,6,4,292614
llOllOll,3,2,157122
F U L L-C O U N T E R,184,123,43529325
Da RushinG,350,234,44673879
The Wingless Crows,112,75,35739931
CLAP BACK,235,158,52686494
RE-BO,111,75,18504786
Keybump,1734,1172,516951582
Infinite Astrolis,103,70,4676222
IZI-BOOIZI,72,49,2515251
UNOS,72,49,5347374
K-O-Z-A-R-K,19,13,1406763
Tropa da KaBUM,35,24,1442303
Dies-Irae,147,101,46381428
TADALA e BALA,197,136,26156688
Mono Con Navaja,1905,1316,506172401
ARKADIA WORLD,262,181,23623202
Von supremo,406,281,26303007
R3conecting,1790,1239,698320811
VlNLAND,43,30,22638479
Flor Morada,671,469,253668085
XTAYULIB19X,10,7,1164503
Witless Mercenaries Tavern,10,7,265260
Stay Lit,10,7,1120123
Chubby Lovers,10,7,249637
Kraizen_Gaming,20,14,1840934
OS CORINGAS DO ALBION,51,36,3209170
CRUS4DERS,177,125,52804585
XNoMercy,892,630,131119273
GamerSRevengers,41,29,2136521
Gatitos Embotellados,267,189,59571327
Doggie Down,458,325,178867412
MINISTERIO DA DISGRASSA,31,22,2074067
Last Danse,76,54,15910219
BlackW0rld,73,52,5394382
Lions de Juda,7,5,248837
DRAGONS BLOODS,7,5,563585
Shi no tenshi,42,30,3697845
LosChoprines,7,5,832681
El Clan de Ouroboros,14,10,1306151
Union Knight,7,5,261488
Team Flex,7,5,927105
TheLittlePigs,21,15,297357
AquiAcabou,21,15,624797
Femboys y Empanadas,7,5,588843
Ball Fondlers,7,5,362758
OSITAS MADURAS,14,10,2315472
Aguapanela Encantada,144,103,18886550
Sprint With Me,712,511,141988199
KNIGHTS OF BRIDGE,231,166,17576809
So Regresso V2,25,18,406456
Cavaleiros de Vera Cruz,136,98,5908228
Guardia-Nocturna,79,57,2441990
L I O N H E A R T,133,96,9407124
LOS TORO NEGROS,18,13,234187
The great Iron Legion,18,13,1902250
BLACK KGNITHS,18,13,1546792
Pentachill,130,94,54449035
IMPERIO MAKUS,378,274,30651631
R A N D O N S,11,8,158502
Caerleones,11,8,1164388
END CALL,70,51,30484572
Livempire Games,123,90,9221216
GUARDIANES DEL ABISMO,414,303,93775564
Unholy Core,15,11,475032
Victory or Valhalla - NA,860,631,148344020
Rogue Natives,3007,2215,1071789679
Keepers of the Quagmire,325,240,44973535
Derby,23,17,1597857
Asesinos sin Rostro,73,54,12792664
Rage of Camelot,369,273,33936201
UwUknights,27,20,1113368
Templars of the white raven,27,20,2618148
Sono Ku,209,155,51794104
lFOOD,35,26,999757
The Lonely Mauron,145,108,14544298
Black Ursa,814,607,221956972
Bandit Lords,453,339,41173882
Cupinxos,4,3,127736
S k y y,4,3,103177
BISMUTO,4,3,544542
The Darchangel,12,9,274105
F R A M E N G O,4,3,91374
LAPLUZAM,4,3,889893
Ava Owl,12,9,789758
Ganaderia Triple X,4,3,859302
Uxon Fortex,4,3,325727
Beer Barrel,4,3,711816
17K,8,6,363337
Mazapan,4,3,798335
MARTELO DE FORJJA,8,6,290781
PlataLey,4,3,221682
Huntersz,4,3,184432
La corte del buffon,12,9,996884
tigres Brancos,4,3,654537
I N D O M I N U S,84,63,4062051
N I E B l A,4,3,121759
IExodus,24,18,1194313
Antiguos Guerreros Aztekas,157,118,11601103
I B E R I A N,1707,1287,774887290
Volkzsturm,57,43,9577375
IGUANO POWER,29,22,1119931
Coletores de Almas BR,51,39,7573906
Spetsnaz Grail,818,626,196625952
The Rugrats,3075,2364,786122950
ANASHEIX,13,10,945869
Crimson Gank,13,10,544602
Royal Ratpack,828,638,77097128
xX The Jokers Xx,740,571,135406674
Symmetrie,202,156,17008733
Outlimits,2086,1611,738730495
The Bells,145,112,17645985
Free Beer,1018,790,426621543
Black Gnomes,9,7,910629
B E L L U M S,9,7,1702876
SLIEK,9,7,1013359
xX-P_K_2-Xx,18,14,2074435
Leite Engage,1274,993,399513958
CALOTE CLT,436,340,31078846
A N T O X I C,32,25,2363972
IFures,3342,2614,1587310428
DRAGON INFINIT,23,18,1392356
Tr4t4 D3 4lbin4s,83,65,11233978
Puchainas Gordas,37,29,7089640
N I G H T C A L L L,562,441,159938975
Last Bober Dance,432,339,95034123
Comando Sur,28,22,1959505
Garrafuria,19,15,930114
Bread Addicts,195,154,34968637
Obsidian Blades,116,92,25362194
O P P R E S S I O N,29,23,3532832
Road Of Ruins,495,393,74052228
OnlyChads,64,51,4799489
RED KRAKKENS,5,4,140344
Caminantes al Mictlan,5,4,2462311
FETTY WOPS,5,4,691923
Faixa dou GAZA,15,12,3006495
Baby Family,5,4,277746
Risk And Glory,5,4,584840
KAMOTE VAPERS,20,16,4491792
Key The Abyss,15,12,1125303
UGotRatted,10,8,1828524
Moonbury,5,4,155041
Private Union,5,4,254401
leprechaunx,5,4,309333
l UNBROKEN l,5,4,314928
D A E M O N,551,441,151265377
Girei,329,264,46412753
desavence,2184,1753,912433400
PATAS DE OS0,51,41,6744608
W R E C K E D,212,171,58287483
QueenAnaRevenge,264,213,74481972
HAI HU,287,232,31258002
With Lemon,47,38,3629698
Benevolent Kool Aid,285,231,106244017
Legion Mugiwara-Clan,106,86,9324190
The Lonely Men,684,555,269563597
B U R N I N,1055,857,382029409
HuntersDungeons,16,13,1450156
WhiteLotus,16,13,1772484
Albion Mobile Guild,43,35,2099873
Orden Hospitalaria,791,644,102985261
Inspeccion de Billeteras,383,312,36944128
LIFE AND HONOR,108,88,12129649
DEATHR0W,132,108,52366824
Eternal-Reign,11,9,839167
PPYF,11,9,1558232
A N X X I E T Y,487,399,51355582
CompletelyStrange,438,359,26522297
Snow Specters,78,64,4431425
The Lonely Skibidi,674,554,229649647
Antartida,299,246,79297444
Nexus,334,275,69220506
Orden Del Loto Verde,23,19,1097553
D e l i n c u e n t e s,161,133,11826913
KULDAUN,52,43,14301430
Unlucky Cats,29,24,3054272
This-Promise,453,375,70854394
LordsBogs,41,34,6286372
LIONS REBELION,12,10,1434262
I Colmillo Sangriento I,12,10,1896342
PROYECTO-CORE,54,45,5801623
acasa,6,5,291662
Farm to Market 51,6,5,269569
Union of Albion,6,5,293200
Eyes of the Darkness,30,25,2501089
Rimepact,18,15,1207771
Rayzems lair,12,10,513881
Drakebound,90,75,5449208
Fortshitlings,6,5,696028
Ultimo Checkpoint,12,10,399472
The Black Fenix,91,76,5422074
U D S,67,56,3722681
MEVECH,354,296,110398485
F R A T E R N I T Y,49,41,7910833
Sex Appeal,294,246,38368048
We Bare-Bears,105,88,8802007
MXS2,31,26,12277700
ZAGORI,31,26,2525747
AIter Ego,447,376,148953835
N 0 X,51,43,4496582
Gente que sabe,32,27,5374760
4LF4,13,11,323866
COSAA NOSTRAA,13,11,298436
P O S E II D O N,26,22,4517869
The Skull Bearers,85,72,6137412
TyrannT,944,801,382702177
zGameZ,245,208,19958607
TeJoNeS eZqUiZoFreNiCoS,27,23,3270365
Midnight Alchemists,34,29,835587
TU MAMMA,1719,1467,704190299
Air Fryer,185,158,23338334
BANCO MASTER,21,18,994971
Los Bayardigan,7,6,215998
P O W A,21,18,3206156
Zero-Time,98,84,4216356
Bozominions,7,6,408108
Heroes Runicos,7,6,331453
CARVALHOO,14,12,2191597
Gloria Prusiana,7,6,506460
Tanmalitos,14,12,962110
Atalas,7,6,278225
Wolf Pack - Albion,7,6,1001487
ConnectionProbleM,49,42,5615804
NewMountMoon,7,6,469058
StratsCo,14,12,528546
Das7as9,7,6,405939
SEX and PVE,351,301,101254283
Make Albion Great Again,1398,1199,534061339
M Y S T R A L S,176,151,18881445
PllVAS,106,91,61770466
GORDAS,78,67,22335319
The Ghosts1,87,75,33856587
Mystic Tecolothy,219,189,57385994
PHOENIX-ABYSS,22,19,1794587
YOU_ARE_DEAD,1179,1019,121648137
Nihil Terminus,30,26,2798283
TEAM DINAM1TA,338,293,46817226
Nirvana Calling,187,163,41660795
THE UNDERWAY,55,48,14712700
P R I M E R G O L P E,189,165,29361102
Monkey Gods,8,7,1600829
las gatas salvajes de lorenzo,8,7,1691953
king Criynsom,16,14,842546
ArGentiNidad,32,28,6210840
OBRSF,16,14,496380
MOTZARON,8,7,689893
GANKOLETA,41,36,1384002
N0T HUMAN,617,542,200592548
Assassins of Valhalla,83,73,4042373
R E Q U 1 E M,1859,1637,749631282
Getting Cold,560,495,186964507
VK Army,263,233,59244894
ASD-2018-2018,9,8,549574
Blood-_-Ravens,9,8,1229272
Seguidor de Yotsubagod,9,8,1570198
LosBBs,9,8,1192790
Noobs_at_Home,9,8,1148577
HeterosDeDerecha,9,8,392615
xll ARCANE llx,45,40,3924623
DRAGONiTA,28,25,2238830
NO HOLDING,2979,2665,1042635452
Blood Wolf Team,19,17,939206
PROFIT_INDUSTRY,19,17,1171473
El Gremio De Las Mil Manos,19,17,2619664
Chronic Banditz,20,18,1460468
Resurgence OF King A,11,10,915385
headbutt,44,40,8946470
Normal y Tropical,11,10,1180124
honor kinghts,11,10,467048
Aesirs,561,511,66937893
I N T E R B A N K,80,73,7842062
Mercenaries Order,103,94,5241572
IIFures,578,528,308680139
S-N-G,81,74,2417051
Chronus,12,11,239152
E X P E D I C I O N A R I O S,24,22,1916880
MDKs,12,11,913495
Eikonic,853,782,262388845
The Destruction Company,135,124,5237973
A L O P E C I A,209,192,22761108
DISMOUNT_HERE,25,23,3726546
Last Bench,253,233,68481168
0-L-Y-M-P-U-S,38,35,5186843
Black Dragon Aeon,459,423,80107103
Peacefulness,13,12,810922
Griffins Riders,410,379,97287480
TravelersUnion,110,102,6533696
