Guild,Kills,Deaths,Fame
The North Order,24,5,638998
The Death Saints,28,6,1122139
Real Whois,14,3,194682
Mazapan,60,13,3994177
FULL-DESPROFIT,32,7,3903786
Ryomen SuKuna,41,9,2611338
Hisoka,135,30,4621309
PERDEMOCAMINANDO,9,2,127934
Skullknights,13,3,907804
TURKS LAND,13,3,1125267
QUIERO DORMIR,21,5,1531810
Split Second,543,130,229767667
Dires Bane,414,100,42464564
Tal da PANELA,103,25,5939817
Ordem do Nada,4,1,126699
Bandit Kill,40,10,5673566
0-BRGAL-0,4,1,156692
E X O T 1 C,4,1,33087
auraaaaaaaaaaaaaaaaaaaaaaaaaaa,4,1,786842
Dynasty Of Thieves,4,1,1840408
xvolks,4,1,53310
Imperio Dos Anoes,4,1,57432
Walkers Of Avalon,4,1,12881
UNERG,4,1,179444
V 0 1 D,48,12,5517659
BLACK DE4TH,4,1,65857
Solo Blade,4,1,207183
SNUFFF,4,1,1816179
MINISTERIO DA DISGRASSA,4,1,262045
GOBLlNS,72,19,3256313
17:00,11,3,945154
SPATEN,11,3,245755
PIU-PIU,11,3,248857
Stay Lit,18,5,1610976
Trevourss,18,5,208141
BRAHMA CHOP,36,10,2496528
DarkChains,546,154,225067842
Hatedd,21,6,1986708
Branlo17,7,2,464112
GrandOne,7,2,50100
PENllS BLACK,470,137,107968589
WH4TS4PP,106,31,31497969
BORN IN ROADS,58,17,2032126
Maximum Effort,2302,682,150749878
One-Legion,10,3,524326
SAGRA2,30,9,1743239
FARMER MONKEY,20,6,2147095
GELO E TECO,1284,391,507100750
C0C0R1C0,170,52,9846582
Doble OC,4184,1283,438906829
Check Him PC,13,4,1307657
G E N K I D A M A,239,74,9462406
L0S TILINES FREEMAN,16,5,979527
BOMB SQUAD BR,16,5,1569989
Tropa da KaBUM,35,11,1274508
INDOM4BLE,28,9,2772710
Just Drop4,1704,548,264073716
KAMOTE VAPERS,34,11,4129788
SIN PORCENTAJE,106,35,37516476
I Paradise I,528,175,149376056
Limpa a Call,3,1,601148
El Holandes Herrante,12,4,685073
NoSoyAlka,3,1,663458
eTERNITY wARRIOR,30,10,1707074
HOHOLUA,3,1,29178
Last Templar,6,2,449048
Blueberry Poachers,3,1,407361
Cold Eyee,6,2,982765
Livempire Games,30,10,3026036
Revengers Suku,3,1,61176
ORESHNIK COMPANY,3,1,874111
Fischer projection,3,1,39202
SAND BLOOD,6,2,281095
VERGANZA 2,3,1,412889
79th Battalion,9,3,261177
Cok o Clock,6,2,275476
Z I O N,3,1,132483
HomosexualParadise,3,1,296130
Faixa dou GAZA,18,6,366148
usBALALAIKA,3,1,382858
Valle de sangre,3,1,282870
LA MALDAD DE CAMINOS,3,1,2540904
The South Park,3,1,326555
Flank,6,2,216637
Hybrid Moments,3,1,356954
MLBD,6,2,128436
Merce 1,6,2,665157
Chingen a su madre,3,1,539259
Aenima,6,2,296001
Das7as9,9,3,1117344
ALC4TEIA,15,5,503796
xSentinelSx,3,1,499844
Be better,6,2,935037
B I N B O C O,6,2,578990
C A L L E J E R O S,72,24,5262066
Captain mazen,3,1,370732
Sindicato dos Refinadores,45,15,3268109
PERRYS,3,1,124151
viva la libertad carajo arg,3,1,119839
Golden Knights Royal,3,1,80120
Colmillo del Atardecer,3,1,9511
The Princess,3,1,658356
The Oficial Deadly Alliance,3,1,45810
2 CONTRA TODOS,3,1,345613
Mi Hermanito Galactico,3,1,295767
Bears and Maces,104,35,3788869
HeIIheim,143,50,13353929
Fuera venekos,362,127,119012479
Mao de Elastico,1129,399,384515089
NotFures,79,28,33934675
American Mini Pig Association,14,5,771343
Team Flex,22,8,2899638
Nyiajhmoob,11,4,253567
R U I N S,11,4,932157
Sangre de Mercenarios,11,4,808433
Hijos de la Anarquia,71,26,8983525
LUISJOHANYT,30,11,2116865
DARKM1GHT,2950,1097,1332658026
Evil Kool Aid,4765,1778,1805705613
S-A-N-G-R-E,8,3,180650
Team Aguacate Hot,8,3,976432
X ZODIAC X,8,3,677841
UN NUEVO AMANECER,117,44,7858325
PlataLey,21,8,909895
Portadores DeI Caos,78,30,4523449
Drakonty ligea,26,10,626856
PATAS DE OS0,44,17,2114173
OnlyChads,739,286,57794334
Roofroof,209,81,83165026
Battle Rush,815,316,251358757
Warriors of the AEsir,54,21,3866203
l VNZL Gang l,64,25,4014971
Eternal Defiance,538,211,48666643
LOS-GATITOS,5,2,199418
Juan Pies,5,2,282726
Heroes sin capa,5,2,694519
Divando fixa,5,2,440251
rushlevel,5,2,105738
fecha as aba e firma,5,2,214440
Ordem da Primeira Expedicao,10,4,697877
Cornos Unidos,10,4,258324
Shadow Vultures,99,40,12668147
Faction Army,628,254,46180849
HEILPVP,403,164,24549867
SuperSonic LegendS,105,43,6124897
D I N O C O,3985,1637,1566674701
P U L S A R,34,14,6363130
Sword and Fist,51,21,2660029
Shoes Store,12,5,887562
Avalon Gap,12,5,650445
B_L_A_C_K,50,21,4945549
S0LO-LEVELING,126,53,6885897
ANASHEIX,19,8,3381005
Let Me Gamble,38,16,13620941
LOS MATROSOS,78,33,3215031
A CASA DOS BRASILEIRINHOS,26,11,7759818
Club Winx,33,14,1815298
Los Memoriosos,113,48,18757814
UGotRatted,75,32,19216546
Prejudicados,21,9,904606
ORION PARADOX,21,9,1320839
Explocion de Sabor,42,18,13970712
xx Lone Wolf xx,51,22,4913307
Curriculum Vitae,3762,1660,1593320374
Lethal Warri0rs,1848,816,229357934
FAS-Tercios,9,4,130072
1MARAUDERS1,9,4,773929
Black Rose Creed,9,4,1309735
Pandemon1um,11,5,939048
Public Display of Assault,66,30,6127060
Orden Del Loto Verde,22,10,2532717
Epic Hobos,66,30,4172093
DOUX,46,21,3222488
Spazzin Out,139,64,8340618
VlNLAND,97,45,20146630
Nihil Terminus,15,7,4231966
Loyalty Matters,377,176,34915987
Jonhnie Walker,17,8,1220008
M Y S T R A L S,70,33,10427854
I N D O M I N U S,70,33,1896906
N0T HUMAN,912,431,242082854
M A N I F E S T O,274,130,8994473
C4 Gang For Life,59,28,8834344
MelhorGestao,63,30,11382250
Leckeres Essen,23,11,1930606
ENDANGERED,2587,1241,1194871485
Cardiac Arrest,25,12,1542819
Antiguos Guerreros Aztekas,125,60,10734184
HUJING,162,78,44136025
O Gank,31,15,1026754
K1llZ0N3,39,19,916892
Projectt X,39,19,2975271
Wanted PKS,130,64,27151848
Rias,73,36,3431117
This-Promise,81,40,6535938
Greenwood Stronghold,2,1,68550
Guardia Nacional De Lymhurt,2,1,28297
MS6,2,1,128771
True Damage Og,2,1,69847
Papuclan,2,1,297804
Killer knights,4,2,662204
M I N D L E S S,10,5,653629
Blood and Ashes,12,6,1282769
Clan Reyes,4,2,60510
NO BB NO LAILAI,2,1,146928
Kerosene,2,1,28931
HA-HA-HA-HA,2,1,98217
Knights_of_ blood,2,1,106266
Gubki,26,13,1600508
Void Team I,4,2,490634
X-V-X,2,1,364985
Monkey Rats,4,2,1289299
T e a m R o c k e t,6,3,1143603
I NM O R T A L E S,2,1,120052
Teem Player,2,1,26769
Tribu de Judah,6,3,359702
Tropa du Balacobaco,2,1,223514
FENIX1,2,1,25246
Fortress_ project0,2,1,61952
Goldwaechter,8,4,469805
P1vass,4,2,651676
ARTHUR KING,2,1,173322
Gurken Schurken,2,1,154078
Memento Moria,2,1,172209
MasterBoys,2,1,18783
La Corte Del Bufon - P,2,1,324547
n choran,4,2,447126
ArtFarm,2,1,92842
The Dirty Innkeepers,2,1,144383
Doralingus,2,1,127926
La Cruzada Carmesi,2,1,73055
M 4 D,2,1,284899
Farmers Agresivos,6,3,320496
xAPEXx,2,1,108593
D z N,4,2,278113
Minions do Pantano,6,3,443577
Eroth,2,1,788306
I OLD MONEY I,4,2,103060
SKOLKO FEIMA V CHAS,4,2,137997
Knigths_BroTherHood,2,1,289880
Los Pachulines,2,1,57531
Night of Depths,36,18,2808138
Lost Bay Traders,6,3,277798
Big Brawl Clap,2,1,1420170
La Vaquita Saturnita,2,1,115144
Empirial-Kittyos,2,1,42687
PPYF,10,5,534350
Warborne papi,2,1,19741
Mia khalita anti-gank,6,3,556401
pico y martillo,2,1,92152
Wu Ji Bi Fan,6,3,2328160
Zysas,2,1,50453
UFX,20,10,2982630
P R E D A T O R Z,8,4,345899
ira del legado,2,1,78084
ouro boro,8,4,425436
Excidium Solis,2,1,142466
OVERTREDER,2,1,18991
only The chosen,2,1,17445
GUERREROS CELESTIALES,6,3,674194
El Puerta Truco Empire,2,1,7853
SHADOWHARVEST,2,1,63264
Golden Vengeance,2,1,82587
Los Burritos del Sol,2,1,113563
Beware of Killers,2,1,177132
welcon gamers,2,1,148097
Chubacas,2,1,159309
Z_WARRIORS,2,1,54723
A TROPA DA NATA,4,2,108973
V I A J E R O S,6,3,995669
MED1AN0S,2,1,835464
155 NA HCE,2,1,14808
Hijos de Wiracocha,2,1,158362
Mad-Brothers,8,4,957253
within the light,4,2,942972
caballeros oscuros II,2,1,208689
P O W A,2,1,311700
Free MoNEEs,2,1,26132
MalioTamTam,14,7,1723941
Los PaltePantis,6,3,568564
demon piggs,4,2,46716
The Emperor hand,2,1,36539
SLIEK,2,1,83393
KOOPA-TROOPA,4,2,155469
S E N R Y U,14,7,632758
M A I D E N - L E S S,2,1,429602
ll HACK ll,4,2,3787737
SILDUR-WORL,4,2,472373
BAROQUE -WORKS,2,1,43278
Donkers,2,1,67856
IN UR BACKKK,2,1,67690
INDECOPI,219,110,22854529
Evil Gatitos,1375,693,435427073
HELL KILLERS,196,99,67301275
H E L L C O R E,193,98,21740901
GANKOLETEIROS,120,61,12140953
Stay Close,759,388,338440029
ENVIADOS,31,16,2777276
D3stroyers,112,58,6821368
I Diamond Dogs I,81,42,22400985
Gods Corp,102,53,15433979
OG BlackWater,207,108,43282712
Erome,604,317,159840752
1NFIN1TY,249,131,83235090
ARMONYYY,19,10,1626592
IMPERIO MAKUS,982,520,81589016
Slammed,1857,988,819264126
AlterFirsted,15,8,997587
Te Garcho,13,7,1071980
Hijos del Sol Ardiente,50,27,1472679
ASP3RA,61,33,6858131
LOTO NEGR0,138,75,10238808
Bandana Brothers,22,12,2751520
Los sin retorno,11,6,1004089
BlackSm0ke,1424,784,154499706
Donkey Division,87,48,3695745
LAST TlME,9,5,2557716
WB POLlCE,104,58,2707593
Evil AssassinsGreed,1109,621,282424272
GALA GROSSA,25,14,1500877
Hitsquad,1112,623,466366992
Uxon Fortex,107,60,50535588
PlVAS,6718,3772,2554880147
Flor Morada,122,69,63929186
HAI HU,122,69,5359382
Llamitas Su Su sum,802,455,215208550
Solo-Gank,111,63,4474526
Decent Folk,63,36,3270224
Timoteo Army,7,4,937212
Redness Crusaders,7,4,1099841
E F N E S,7,4,819818
CLUB - S P A C E,21,12,1876043
G0LDEN C0MPANY,7,4,857526
Air Fryer,585,340,94893693
Upside,3990,2325,1258551658
S L I C E D,2223,1299,785173245
Mono Con Navaja,2055,1202,648903708
I Nothing I,1108,649,177693165
La Pl3bada,17,10,1339349
A L O P E C I A,144,85,13849069
minoris pretii,27,16,5037122
We Bare-Bears,69,41,7383208
Victory or Valhalla - NA,1127,673,335618532
PEGA NO MEU PAU,5,3,122544
Mach 1,20,12,1534514
Siphon Energy 0,5,3,129602
FABRICA DE TANSOS,75,45,7396099
TheChiefs,5,3,374735
WhiteSm0ke,5,3,544692
Not so Stock,5,3,1388919
Luck Army,5,3,577986
Liga Del Sur,5,3,329144
SOLO PLAYERS FACTORY,5,3,824728
Monkey Company,5,3,400908
Gloria Prusiana,5,3,639735
AIea iacta est,45,27,3981022
Horny Loot Donkeys,5,3,290582
HOSANA,5,3,135409
Got Talent,155,93,27156401
Narehate,25,15,1721752
MARMITARIA,10,6,1414900
Ridin Dirty,5,3,436917
headbutt,155,93,36698807
End 0f Discussion,10,6,2287492
sOuL GripperS,5,3,175590
Free Beer,731,445,283389686
Deaths Verdict,18,11,1724262
Ecos da Ruina,121,74,4799907
Mythix,1481,906,468304363
JFures,31,19,1640950
PROYECTO-CORE,458,281,51351284
R3conecting,2162,1328,741778511
OS CORINGAS DO ALBION,39,24,2198366
ACM1PTX2,13,8,2594094
DragonForceS,21,13,2795146
O-U-T-L-A-N-D-E-R-S,29,18,2188356
MOTORHOME,180,112,67667257
0peraciones especiales,24,15,1835492
Caixa Economica FederaI,8,5,2320968
ViGAME,16,10,1888906
YOU_ARE_DEAD,5954,3722,517114562
A N X X I E T Y,836,526,99624611
Girei,73,46,6541608
IMPOSTO FUNERARIO,228,144,17726845
TheMadness,11,7,316385
Bridge To HeLL,36,23,4320306
Nirvana Calling,525,336,199295118
BLACK HAMM3R,84,54,20981377
4NONyMOUS,14,9,505803
CLAP BACK,160,103,42422442
GO INSIDE,285,187,50748754
escuadron salchicha,35,23,4759551
Wyze,273,180,160230635
True Gentleman,1039,688,203417740
Contingent,2307,1535,1001753142
FrostMaurne,3,2,29041
M E T H O T,3,2,205476
caos y origen,3,2,198789
LOS FTTA ROYAL,6,4,350248
Os Protagonistas,3,2,49553
Restos de morgana,3,2,545937
Bread Addicts,9,6,424969
Heroes Runicos,9,6,972298
N0 MOLESTAR,9,6,802496
Crias Apenas,3,2,172425
Petesaurios,15,10,2744644
SIN COSTA,90,60,4182749
LAS CANDYS,3,2,45095
Albion Bet,3,2,179846
The Last Team,9,6,684008
Hospital psiquiatrico,3,2,182619
LOS HIJOS DE LA VIUDA,3,2,244513
PunhosFlamenjantes,3,2,152670
Polaris Major,3,2,1715268
4LMA PERDIDA,3,2,90597
Game Development Department,21,14,870627
Thunderkittens,3,2,12246
Dragons Paradox,3,2,288
ClanGojo,3,2,160838
FARMERS AC,3,2,164444
Lluta Esports,12,8,316370
FearFactor,3,2,57838
A Vida Nao E Um Morango,6,4,1475570
Welcome to Chernobyl,3,2,97691
THECABAL,12,8,2124273
El Tren D3 Aragua,9,6,843091
VELUM MORTIS,6,4,557359
Blue LabeI,389,260,83567514
DEATHR0W,473,317,189340523
Complejo de Pocho,144,97,9097057
R A D I O,278,189,110439817
Veni Vici,1067,730,408803994
L A S T - H U N T,19,13,1560637
El indio solari,913,625,204195341
One-Day,609,417,100069979
Just_chill_to_start,16,11,1238739
NO HOLDING,1564,1076,551120547
Dies-Irae,1378,950,490391473
Therian,42,29,9170708
Blood-_-Ravens,13,9,678766
Fortshitlings,13,9,2090166
kako21,26,18,2675612
LIFE IN CAMLANN,26,18,3173184
LE SSERAF1M,208,145,68621783
Inspeccion de Billeteras,281,196,31798150
DISMOUNT_HERE,50,35,2906400
Elite de la Sombra,10,7,1170635
KON TAC TO,342,241,76058270
Sprint With Me,1802,1277,586567408
Y O P A L,79,56,17181596
99F00D,614,436,220929891
NoFreeThinkers,908,645,309537506
Sturmbringers,118,84,12791160
Roads Nerds,66,47,12501062
H U R S T,199,142,21726751
Sol_Naciente_T1,7,5,1110818
LEGION MIGAJAS,7,5,410756
LOS ROMPEDISCOTEK,35,25,6409195
Aguapanela Encantada,133,95,20391567
Watch ur Six,7,5,1248029
TDK,186,133,7518125
At Arayan Kelebekler,60,43,4738961
Make Albion Great Again,3439,2466,1331425873
L A S T W O R D S,400,287,119462414
I JustUs I,39,28,8433231
Rohirrim Company,39,28,2947517
Sono Ku,841,606,254645016
Zero-Time,44,32,1318517
Who is Lobitos,11,8,3937954
I TheSect I,11,8,692297
Escarveil,81,59,5173092
Cuys In The Clap,351,256,147919049
Only Strike,230,168,12022790
Kingdom Fury,15,11,1892040
R4GEOUT,15,11,1462017
Sea-Sky Fraternity,847,622,227270870
F U L L-C O U N T E R,403,296,86567613
Unholy Core,137,101,8518512
Gatitos Mimoshos,541,399,152225945
N I G H T C A L L L,27,20,11696252
PlatinumEmpire,27,20,1271864
We Trade,35,26,3762516
PRIME MODE,454,338,121714039
YaKcheYa,143,107,49161275
Dragonwake,4,3,247335
cefiro,4,3,190631
Soulrend,4,3,121664
Fight Club BR,4,3,379166
Pura - Sangre,16,12,2052819
ORFANATO SAN JOSE,4,3,493141
Shi no tenshi,4,3,386974
N o m a d z,112,84,8459177
Evolve,8,6,1221996
FORT STERLING BR,4,3,286728
Red-kill,4,3,509298
The Ghosts1,4,3,466782
RestInPieces,4,3,305206
Radiantis,8,6,228840
LOS COCS,8,6,352866
los arcanos asendidos,4,3,53974
Els Gats d Or,105,79,6570103
16:00,947,715,368979923
Living Legend,127,96,12367340
Mafia Rybna V2,29,22,851065
Papel e Caneta,25,19,904389
II Genesis II,25,19,1117050
M R T A,25,19,2319484
CAZA GANKER,176,134,16087634
New_Horizon,329,251,72431236
XKXK,60,46,3677662
Bold Intent,69,53,3922097
Cheer,709,545,181041719
Xx El Oasis xX,13,10,239778
S T E L L A,13,10,2237123
Serpens TakaTaka,175,135,37892169
Ice Fort,57,44,3783070
Ava NNoiseZ,22,17,1513071
De Late,9,7,3086141
Gonzalez03,9,7,3983553
ACORDA BRASIL,9,7,662833
The Skull Bearers,83,65,6406368
Sunters,14,11,576550
Marmotas Mercenarias,66,52,13082089
AWAKENEDWARRIORS,19,15,658440
Ethically Sourced Loot,38,30,1257730
KULDAUN,195,154,14935539
GGNOOBS,134,106,12470283
Aslet,24,19,2986457
les fr valoir,270,214,61969335
The Lonely Men,1277,1013,670258331
MEVECH,233,185,123489256
Ignum,401,319,163208458
Caminos De Arena,137,109,3928706
zNecromantes,5,4,387928
H U M U N G O S A U R I O S,5,4,271853
AURA PLAYERSS,5,4,1298677
IRMAOS SHELBY,5,4,66912
I SOLID,5,4,131048
Q u a r t z,15,12,847113
An-bu,5,4,323856
E X I L I A D O S,5,4,333635
BLOOD MERAKI,5,4,361979
SILENCI0,5,4,490351
MDKs,5,4,594474
Symmetrie,10,8,1187189
Tr4t4 D3 4lbin4s,20,16,1974608
CompletelyStrange,702,562,44157273
Los Elegidos Por Jesus,67,54,4677030
Piratas420,292,236,89841805
Ministry Of Bandits,1940,1568,420908136
Silent Partners,74,60,5413143
Anyth1ng,127,103,22696801
24 - 7,297,241,52347801
II INMORTALITY II,16,13,1787300
LEYENDAS DE ALBION,11,9,166622
A L T - F4,11,9,5516761
Hold My Pocket,199,163,46832535
IFures,4738,3882,1964851449
Ciervos Negros,39,32,2937687
Reino Nomada Erizal,17,14,790966
Obsidian Blades,295,243,96033814
TakeOnMe,40,33,6161667
BLACK---BULLS,63,52,9966332
Dismount And Death,64,53,6112395
Eyes of the Darkness,47,39,3325658
The Uppers,60,50,3855692
Freedom Flex,18,15,2658060
Hasta que todos seamos uno,6,5,687107
SIEVEN,12,10,1188836
Esoteric Cult of Cthulhu,6,5,558827
Covil Do Wolf,12,10,815119
Skyrise,373,312,84835086
Companhia Pele Ferrea,49,41,4744137
SWAT RELOAD,19,16,4534899
Carry 0n,222,187,94100942
desavence,1660,1415,623582528
Gyere Gecy,14,12,3009922
LinajeOscuro,7,6,226587
A T O R M E N T A D O S,14,12,619536
Death Heros,14,12,586322
oiham,7,6,477282
H E L L O C O T T O,50,43,13792076
RUSH-B,200,172,17183919
AFK 444,73,63,2851394
ForAgartha,59,51,1502681
BLOOD HOLLOW KNIGHT,89,77,12998369
Da RushinG,269,233,53722943
BrawlCore,15,13,799822
Infan3,15,13,2973705
Nexus,258,224,36940055
Your Iast Breath,64,56,25590850
The Legion of Reflective Fall,16,14,1167029
GANGSTER SOLO,24,21,784543
Orden-Real,8,7,956718
L4 LUJUR1A DE TU T10 El N3gR0,8,7,767592
Error 404 Not Found,1058,927,280492277
G A M,74,65,5295798
We Profit,802,705,306567949
Bryllanos,220,194,15089050
1AZEROTH1,34,30,2098843
TEAM BOMBITA,17,15,512800
Un Monton de Gordas,171,151,12104621
OriginPoint,180,159,36596425
Treasure Tales,1067,944,49614816
BLACK TAPE,1469,1300,292196077
LatinWarriors,707,626,258984003
TU MAMMA,1189,1053,509564788
xX The Jokers Xx,946,838,240462858
Be Careful,142,126,38129894
Feel The Silence,71,63,9772312
Abyssal Hunt,18,16,1116882
STTP,45,40,9726700
Chubby Lovers,9,8,888597
I Dont-Know,18,16,2743655
Guardia-Nocturna,18,16,1271556
Keybump,2364,2104,848650144
Brain not Found,55,49,6390314
Andetakers,47,42,3828888
QueenAnaRevenge,221,198,69124384
TEAM DINAM1TA,246,221,31515223
Mystic Tecolothy,876,787,339003100
N I E B l A,10,9,412388
Birds and Feathers,10,9,1310554
No-Respetamos,20,18,2102926
BERSERKERS_CA,30,27,1016831
Ganaderia Triple X,10,9,1346583
Last-Pass,71,64,6110495
Guardianes De Asgard,51,46,3640535
Overprice,1650,1489,427805001
KR SEED,810,733,137456723
Be Silenced,422,382,118791591
B U R N I N,1525,1385,690297014
No Lineales,33,30,3309147
CAPIBARA GANK,33,30,4281998
DESASTRE DEL-REIN0,11,10,1283217
Bloodkillers,11,10,3739616
TADALA e BALA,22,20,3437143
Alpha Shadows,11,10,1654697
XXX ZZZ XXX,11,10,1102497
Arroz Clan,182,166,6430855
WIND BREAKERS Y-R-T,80,73,1671142
Sex Appeal,47,43,6408889
Spetsnaz Grail,533,488,127139698
light chaser,60,55,11000499
Right Nowz,206,189,22441360
TyrannT,1464,1346,583690153
I Call Out I,162,149,49516157
LOS_Yakuzas,25,23,3010268
Outlimits,2758,2538,1278558918
T O R O S,251,231,52164214
xll ARCANE llx,63,58,5633495
BombSS,101,93,49494265
One For Albion,13,12,1115237
Ava Owl,79,73,8242161
SOLxCRUEL,55,51,3277606
Post-Mortemm,14,13,3405724
A Gangue Trololo,252,235,16306955
QANKUNA,15,14,1682444
mi gremio DANIALEISA,15,14,312715
P R I M O R I A,475,444,95844933
Make Albion Great Again II,521,487,204170430
SunOfGods,170,159,48841501
R - I - S - E,48,45,6575525
Shadow garden NG,17,16,2123342
S Y N D 1 C A T 3,157,148,17852008
Angry Apes,163,154,23659462
S-N-G,92,87,6625591
VIGILANTES DEL TEJADO,131,124,10668730
Death Sentenc3,79,75,15875661
My-Bad,21,20,3988838
AIter Ego,367,350,120985877
Loto Escondido,68,65,4145689
SnuSnu,46,44,15231323
Rainbow Kitten,25,24,875701
AO University,2983,2865,1240017682
Mighty Claws,133,128,26250820
Eevolution,55,53,7571022
BlackW0rld,28,27,2706526
The Insanity,170,164,15322767
IPaniC,436,421,131794230
FETTY WOPS,31,30,4379375
FaIIen AngeIs,572,554,131561643
P R I M E R G O L P E,139,135,26403036
TheMonument,37,36,5012075
B E A R P A W S,77,75,12111929
ONE PUSH RUN,162,158,43660135
Keepers of the Quagmire,122,119,23345707
Monkey Leaders,41,40,5393307
Fire And Ashes,290,283,14568518
YOU ARE LOOT,130,127,13847444
iVoid,473,465,114127383
Rogue Natives,3588,3541,1831832453
Black Ursa,390,385,103278975
Royal Ratpack,804,795,203905794
IIFures,732,726,357800860
Albion bandits,51,51,4039611
HALCON BLACK,16,16,3572404
TheLASTDisband,7,7,226382
Strategic World Empr,1,1,62073
Albion War,2,2,52044
La Orden de Escarcha,2,2,162516
LOSDIBUJITOS,4,4,2257238
0NU,3,3,540821
Rincon Del Zafio,1,1,3954
A Merchant,1,1,133515
Disband V,1,1,150012
Monstruos del Vacio,1,1,91834
BayasAzarozas,1,1,14166
ENERGIA OC,2,2,395552
Last Team,1,1,30351
ZZaguilarZZ,2,2,29470
SoLows,1,1,144260
El sotano de albion,1,1,8220
E L Y D R I O N,281,281,64756389
GGXL,1,1,306502
Black Orden BR,1,1,121274
YeetDynasty,3,3,68592
INFAMAS,1,1,43443
KNIGHTS OF HONOR BR,1,1,91136
Sponsor Me PLease,1,1,89668
Cabras da PesteBR,2,2,211728
Castle Crasherz,1,1,82386
R3NEGADOS,1,1,198212
Claiohm Solais,1,1,60297
COLOMBIANS GOD,2,2,78911
osoblanco,4,4,146918
LEGENDARY1001,1,1,141756
NO GANK NO FUNNY,1,1,5724
Papusoides,2,2,208358
El Clan de Ouroboros,1,1,23382
Tuskateers,8,8,567378
Ryod4n,1,1,25939
SOLDADOS X,3,3,891247
Pijus Magnificus,1,1,462365
WeryTash,1,1,64755
Ejercito del Rey,2,2,136683
os goza e dormi,1,1,360
I Take Care I,1,1,453296
Crystal white,1,1,21264
Hell Birds,1,1,18144
RMT Business,1,1,63360
BOCA DO CENORA,1,1,166561
Xandar God,3,3,157348
Pick Up The Phone,1,1,16660
Discarded Saints,2,2,1632
Los Chuchi,6,6,1105149
Dark Turn,4,4,126611
BlackDeath35,1,1,62964
R-35,1,1,22038
ANYTIME ANYWHERE,2,2,81642
UKHU,2,2,1626858
Voces del Bosque,1,1,112371
T e G,1,1,69998
QUE PAZA PERKINAZO,1,1,180847
EGlendarios,1,1,24149
Los Caseritos LC,3,3,31809
BRIGADA BALROG,1,1,84762
LEGION DE EXPLORACION Z,1,1,45600
slayer of the beast,2,2,270209
End Of Silence,2,2,566344
Bastardos del Titan,11,11,734089
TEMPLARIXS,9,9,1579832
PvP All Day,3,3,289719
LAST SHIFT,22,22,2043075
Eternal-Reign,1,1,652195
la recluta,17,17,662981
PIBBLE,1,1,135851
La casa del novato,1,1,21582
STALKER-of-THE-DARK,1,1,63018
Os Preversos,4,4,155178
Overthinker,1,1,25526
Legion of shadowss,6,6,1063001
ONLYON,3,3,831626
Red-Hunters,1,1,108666
Gamehouse,1,1,65930
Los Milanesas,2,2,408367
ADASTRO,7,7,606346
Good Tryers,1,1,24752
Kontradiski,1,1,65757
ToppanLagann,2,2,49196
RAISE A TOMB,3,3,337956
Los Mama Toto,2,2,87366
the_warriors_martlock,1,1,136446
Legion Ainz,5,5,53269
Need silver for Porsche,5,5,93084
cheap builds enthusiasts,1,1,95229
caballero eternos,1,1,204766
W800tCraft2,2,2,104982
Carn Dum,1,1,78779
RMNT,1,1,139590
kING IN THE MIST,1,1,311499
CALCINHA ATOLADA,2,2,331022
Made 1n China,5,5,925079
Hero To Zer0,1,1,23559
